14.38,14.38,86.35,63.69,69.19
13.47,13.47,88.85,64.98,73.83
17.60,17.60,80.73,68.26,74.33
19.40,19.40,75.94,69.99,73.32
20.12,20.12,61.92,70.65,72.32
23.64,23.64,68.47,71.71,73.42
21.77,21.77,67.14,71.79,72.79
20.82,20.82,61.37,71.77,73.71
20.82,20.82,60.59,72.20,72.71
23.81,23.81,58.49,72.59,72.77
21.85,21.85,60.70,70.60,73.98
22.97,22.97,54.61,71.06,74.06
23.07,23.07,54.89,69.76,72.95
22.43,22.43,46.64,68.14,73.12
19.78,19.78,50.42,62.36,73.77
20.91,20.91,53.45,62.04,74.81
21.44,21.44,46.15,60.83,74.44
15.00,15.00,51.55,48.68,74.17
17.87,17.87,58.40,56.32,73.85
17.76,17.76,69.69,63.19,79.37
15.07,15.07,69.55,65.58,85.93
22.47,22.47,64.37,48.75,86.03
28.28,28.28,60.14,46.26,83.20
25.58,25.58,54.38,44.84,80.41
27.24,27.24,60.53,53.97,79.07
29.07,29.07,61.88,50.84,78.16
30.36,30.36,49.03,55.14,75.43
27.46,27.46,44.64,56.02,73.69
27.49,27.49,47.25,46.76,74.89
28.49,28.49,44.23,44.37,75.85
26.40,26.40,44.90,42.74,75.36
23.93,23.93,39.89,42.74,74.55
20.70,20.70,46.38,38.06,75.59
25.19,25.19,44.97,48.85,72.37
27.49,27.49,45.06,40.15,72.04
26.95,26.95,55.77,41.53,70.24
21.37,21.37,61.07,42.35,71.84
22.04,22.04,76.13,52.72,72.15
22.43,22.43,88.45,66.35,70.45
21.80,21.80,87.68,70.67,70.35
23.14,23.14,82.30,72.84,71.96
25.12,25.12,65.54,76.13,74.42
25.04,25.04,64.79,78.91,74.30
26.65,26.65,65.70,78.22,72.53
28.21,28.21,65.90,78.99,72.57
26.52,26.52,62.79,78.73,74.09
25.03,25.03,67.03,79.40,73.63
27.16,27.16,56.41,80.30,73.28
24.11,24.11,61.96,80.51,72.27
22.93,22.93,51.78,79.46,70.16
23.50,23.50,54.46,77.16,73.29
24.15,24.15,49.34,72.73,77.34
25.34,25.34,46.78,70.90,78.95
24.90,24.90,36.45,64.76,79.11
22.89,22.89,43.07,72.05,74.83
22.70,22.70,51.64,68.18,77.93
19.15,19.15,63.50,70.71,78.53
13.88,13.88,71.58,64.25,81.45
15.71,15.71,64.06,54.24,83.09
18.01,18.01,60.37,57.12,82.77
21.78,21.78,59.66,59.74,82.42
23.76,23.76,53.70,61.63,81.01
25.92,25.92,62.27,62.78,81.79
25.35,25.35,61.89,61.07,78.73
24.71,24.71,48.45,58.47,77.75
24.13,24.13,50.75,59.70,76.84
20.71,20.71,39.44,48.99,74.34
14.23,14.23,44.30,48.67,73.06
20.75,20.75,41.49,58.68,71.54
20.67,20.67,41.95,57.24,74.93
19.56,19.56,41.16,61.07,73.96
20.46,20.46,42.65,64.99,72.21
